Unique Store_ID,Unique Product_ID,23.11.2019,30.11.2019,07.12.2019,14.12.2019,21.12.2019,28.12.2019,04.01.2020,11.01.2020,18.01.2020,25.01.2020,01.02.2020,08.02.2020,15.02.2020
Store 52,Product 37,33,23,22,31,42,27,18,16,9,16,-2,12,8
Store 52,Product 451,9,11,10,8,7,6,6,5,3,3,5,3,3
Store 52,Product 521,0,9,9,6,5,11,10,10,8,6,0,4,-4
Store 52,Product 522,11,11,11,11,9,9,9,8,6,5,-1,1,-1
Store 52,Product 101,1,3,3,4,2,3,2,2,3,3,3,3,3
Store 52,Product 938,6,6,6,6,6,6,6,6,6,6,6,6,6
Store 52,Product 978,6,6,6,6,6,5,5,5,5,5,5,5,5
Store 52,Product 194,2,2,2,2,1,0,1,2,2,2,2,2,2
Store 52,Product 185,2,2,2,2,1,1,0,2,2,2,2,2,2
Store 52,Product 809,4,3,1,4,4,1,1,0,0,6,6,8,8
Store 52,Product 878,14,11,4,12,4,6,6,4,10,9,27,21,21
Store 52,Product 886,6,10,11,14,10,6,9,9,8,2,2,8,6
Store 52,Product 754,2,2,2,2,2,2,2,2,2,2,0,0,0
Store 52,Product 33,13,12,11,7,5,5,5,5,5,5,-1,-1,1
Store 52,Product 22,4,3,11,4,7,8,2,7,3,11,3,11,29
Store 52,Product 39,6,9,14,5,12,5,2,5,7,3,-1,11,3
Store 52,Product 58,3,4,3,2,5,2,3,4,3,2,2,0,0
Store 52,Product 68,9,4,12,8,10,7,6,3,9,4,10,8,2
Store 52,Product 69,4,2,7,7,8,6,4,8,8,5,5,5,5
Store 52,Product 26,0,9,4,7,6,1,7,7,7,33,15,11,35
Store 52,Product 46,3,5,6,3,4,4,5,1,6,-1,7,3,3
Store 52,Product 50,3,7,9,6,5,3,6,3,5,7,-1,5,3
Store 52,Product 32,10,5,7,6,7,6,4,3,5,5,-3,11,5
Store 52,Product 3,3,1,4,2,1,-2,9,4,2,8,4,4,12
Store 52,Product 13,2,2,2,3,4,1,1,4,2,0,-2,-2,4
Store 52,Product 117,12,15,16,13,17,17,17,14,14,14,14,26,26
Store 52,Product 41,4,4,4,3,3,2,3,4,3,1,11,11,9
Store 52,Product 43,5,4,4,3,5,2,4,4,3,3,5,5,5
Store 52,Product 23,4,4,4,4,4,1,4,2,4,4,2,2,4
Store 52,Product 70,14,13,8,8,6,4,11,5,9,3,-7,9,-1
Store 52,Product 900,5,5,3,4,4,3,3,3,3,3,3,3,3
Store 52,Product 926,2,2,4,3,3,1,1,2,2,3,3,3,3
Store 52,Product 948,8,8,8,8,8,7,7,7,7,7,7,7,7
Store 52,Product 828,1,3,0,4,4,4,4,3,3,3,3,3,3
Store 52,Product 937,7,4,7,6,5,3,3,3,3,3,3,5,5
Store 52,Product 897,4,5,3,4,5,4,4,3,1,7,7,7,5
Store 52,Product 892,4,5,4,3,7,2,3,3,3,1,7,7,7
Store 52,Product 858,5,9,10,8,11,6,5,5,5,3,5,3,1
Store 52,Product 852,3,1,3,2,1,1,1,3,4,3,1,5,3
Store 52,Product 961,2,2,2,2,2,2,2,3,3,3,1,1,3
Store 52,Product 862,2,3,3,3,4,0,1,2,3,3,1,1,1
Store 52,Product 14,5,2,2,3,2,1,2,2,2,2,0,2,2
Store 52,Product 238,32,30,23,20,16,9,6,5,6,22,18,18,22
Store 52,Product 919,19,16,15,17,20,14,10,5,0,0,42,24,30
Store 52,Product 952,14,12,9,9,9,4,13,12,8,4,22,6,12
Store 52,Product 883,20,12,18,15,7,2,2,20,7,26,20,8,26
Store 52,Product 380,17,17,16,16,16,16,16,16,16,16,16,14,14
Store 52,Product 297,6,4,1,7,5,4,1,7,7,7,7,7,7
Store 52,Product 356,3,4,4,4,3,2,4,4,4,4,2,-2,0
Store 52,Product 337,3,2,1,3,3,3,3,2,2,2,2,2,4
Store 52,Product 370,6,6,5,5,4,3,3,0,6,6,4,4,4
Store 52,Product 190,2,2,2,2,2,1,1,2,2,2,2,2,2
Store 52,Product 906,0,0,0,0,0,0,0,4,3,3,5,5,3
Store 52,Product 279,10,10,9,8,6,5,19,12,22,15,1,-17,7
Store 52,Product 322,5,5,4,7,6,4,3,3,3,3,3,1,11
Store 52,Product 313,2,3,3,3,3,2,3,3,3,3,3,3,3
Store 52,Product 317,3,3,3,3,3,3,3,3,3,3,3,3,1
Store 52,Product 291,4,4,4,3,3,2,3,3,3,3,3,3,3
Store 52,Product 303,3,2,7,5,3,0,4,4,7,1,7,-1,7
Store 52,Product 371,22,11,7,11,8,6,4,9,8,8,6,6,6
Store 52,Product 282,19,20,20,20,24,17,41,46,34,54,54,52,88
Store 52,Product 489,4,4,4,6,6,4,4,3,3,4,12,12,-2
Store 52,Product 664,24,19,8,27,21,15,21,15,22,27,19,13,17
Store 52,Product 445,0,0,11,7,2,1,0,0,0,0,0,10,2
Store 52,Product 976,2,2,2,2,2,2,2,2,2,2,2,2,0
Store 52,Product 915,3,3,2,2,3,4,4,4,6,0,4,0,0
Store 52,Product 738,1,2,2,2,1,1,2,2,0,2,2,2,2
Store 52,Product 649,7,6,5,7,5,6,5,10,9,5,3,-1,-1
Store 52,Product 616,11,11,10,8,7,5,3,8,7,3,1,-1,5
Store 52,Product 677,3,2,3,3,3,3,3,3,3,3,3,3,3
Store 52,Product 517,2,2,2,2,1,2,1,2,2,2,-2,0,2
Store 52,Product 634,2,2,1,2,3,2,2,2,1,3,1,5,3
Store 52,Product 674,8,8,8,4,4,13,13,13,13,13,13,13,11
Store 52,Product 918,0,0,0,0,0,0,0,0,0,0,0,12,12
Store 52,Product 888,5,5,6,9,6,5,8,8,12,12,-2,8,10
Store 52,Product 956,0,0,0,0,0,0,0,0,0,0,0,14,14
Store 52,Product 866,0,0,0,0,0,0,0,0,0,0,0,12,8
Store 52,Product 783,2,1,0,0,0,0,0,0,0,8,8,12,8
Store 52,Product 752,3,2,1,0,0,0,0,0,0,10,4,0,6
Store 52,Product 730,0,0,0,0,0,0,0,0,0,16,6,10,4
Store 52,Product 859,4,0,0,0,0,0,0,0,0,14,8,10,4
Store 52,Product 775,10,11,10,9,7,3,5,3,5,1,5,5,3
Store 52,Product 813,6,5,12,7,5,9,9,9,12,10,8,4,-2
Store 52,Product 863,4,4,4,1,4,3,3,3,3,3,1,1,1
Store 52,Product 538,9,9,11,10,7,6,6,9,6,3,3,3,3
Store 52,Product 928,14,14,14,14,14,14,14,4,0,0,0,0,0
Store 52,Product 917,4,4,4,4,4,4,4,2,0,0,0,0,0
Store 52,Product 923,5,5,5,5,5,5,5,0,0,0,0,0,0
Store 52,Product 74,0,0,0,0,0,0,0,0,1,1,1,1,1
Store 52,Product 510,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 52,Product 508,3,3,3,3,3,3,2,3,3,3,3,3,3
Store 52,Product 469,4,4,2,5,4,4,4,4,4,6,4,4,0
Store 52,Product 492,2,2,1,2,2,1,2,2,2,2,2,2,2
Store 52,Product 889,7,6,2,14,28,26,5,20,20,4,14,4,-2
Store 52,Product 925,9,16,9,13,10,8,7,12,13,8,18,0,24
Store 52,Product 341,16,8,7,6,5,5,8,13,11,7,7,1,5
Store 52,Product 365,4,8,8,7,6,4,5,11,14,13,13,13,13
Store 52,Product 881,0,0,0,0,0,0,0,0,0,0,0,6,8
Store 52,Product 908,6,5,5,5,4,2,2,4,4,2,2,2,4
Store 52,Product 376,4,1,1,6,6,6,5,5,2,11,11,7,1
Store 52,Product 374,14,14,14,14,14,14,14,14,14,12,10,8,8
Store 52,Product 368,17,15,14,14,14,14,14,14,13,11,9,3,15
Store 52,Product 377,5,5,4,4,4,4,4,4,3,6,6,2,14
Store 52,Product 375,8,8,7,6,6,6,6,6,6,6,6,6,6
Store 52,Product 395,5,5,4,4,4,4,4,4,4,4,2,2,2
Store 52,Product 396,4,4,4,4,2,8,8,8,8,8,8,8,8
Store 52,Product 382,7,7,7,7,5,5,5,5,5,5,5,5,5
Store 52,Product 384,5,5,5,5,5,5,5,5,5,5,5,5,5
Store 52,Product 381,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 52,Product 397,9,9,9,9,9,9,9,8,8,5,5,5,5
Store 52,Product 379,9,9,9,9,9,9,8,8,8,8,8,8,8
Store 52,Product 411,12,9,25,17,12,4,3,33,34,30,16,12,30
Store 52,Product 977,49,40,34,27,28,19,28,21,32,31,15,23,17
Store 52,Product 689,3,3,2,0,3,3,3,2,2,2,2,-2,0
Store 52,Product 701,2,2,1,1,1,2,2,2,2,2,2,0,-2
Store 52,Product 968,4,4,4,4,4,4,4,4,4,4,4,4,2
Store 52,Product 966,26,22,22,15,21,15,15,15,30,60,58,52,52
Store 52,Product 971,17,17,17,15,13,12,11,10,10,10,8,6,4
Store 52,Product 685,8,8,4,2,5,5,5,3,3,1,1,-3,-3
Store 52,Product 751,0,0,0,0,0,0,0,2,0,0,2,12,8
Store 52,Product 707,0,0,0,0,0,0,0,2,9,16,12,12,6
Store 52,Product 933,30,22,15,25,25,14,8,26,22,1,-9,39,13
Store 52,Product 800,14,18,9,17,18,13,7,5,4,11,41,37,25
Store 52,Product 817,5,1,10,6,14,8,4,2,3,4,22,24,18
Store 52,Product 879,11,10,8,6,8,8,18,16,15,9,25,17,25
Store 52,Product 796,13,11,11,17,13,7,3,4,3,8,18,40,36
Store 52,Product 898,9,5,6,5,5,4,3,4,3,6,36,40,34
Store 52,Product 742,13,11,10,7,10,5,8,7,11,10,-10,12,2
Store 52,Product 682,0,0,0,0,0,0,8,12,5,0,-6,-14,-14
Store 52,Product 693,0,0,0,0,0,0,6,8,13,4,10,4,-2
Store 52,Product 690,0,0,0,0,0,0,8,10,11,9,11,-5,7
Store 52,Product 687,0,0,0,0,0,0,7,10,7,0,-2,-2,0
Store 52,Product 681,0,0,0,0,0,0,3,7,11,-4,0,-8,-8
Store 52,Product 686,0,0,0,0,0,0,7,15,11,-1,1,-7,-9
Store 52,Product 910,0,0,0,0,0,0,7,7,6,9,9,5,11
Store 52,Product 683,0,0,0,0,0,0,4,7,12,3,17,9,9
Store 52,Product 802,25,17,19,4,21,20,16,17,15,6,2,88,98
Store 52,Product 843,0,0,0,0,0,0,0,0,0,0,0,6,6
Store 52,Product 922,0,0,0,0,0,0,0,3,4,2,6,6,4
Store 52,Product 946,0,0,0,0,0,0,0,4,3,6,2,4,4
Store 52,Product 940,0,0,0,0,0,0,0,4,3,4,2,4,4
Store 52,Product 990,0,0,0,0,0,0,0,12,12,12,12,6,4
Store 52,Product 901,0,0,0,0,0,0,0,4,2,4,6,4,6
Store 52,Product 733,0,0,0,0,0,0,0,24,32,2,26,34,18
Store 52,Product 818,0,0,0,0,0,0,0,0,0,0,0,6,6
Store 52,Product 954,0,0,0,0,0,0,0,6,5,5,5,5,5
Store 52,Product 984,0,0,0,0,0,0,0,6,6,6,6,6,6
Store 53,Product 772,9,2,11,8,11,9,5,5,7,15,5,11,9
Store 53,Product 598,5,6,4,4,4,6,4,5,4,9,5,11,-1
Store 53,Product 590,7,7,9,5,7,7,4,6,8,17,5,11,11
Store 53,Product 372,6,6,6,6,5,4,4,2,7,5,5,5,1
Store 53,Product 346,7,3,4,2,5,4,4,2,2,6,6,4,14
Store 53,Product 305,10,16,13,13,12,9,6,20,18,12,4,0,2
Store 53,Product 331,13,11,15,38,5,23,17,25,46,10,18,20,56
Store 53,Product 312,27,13,22,13,28,24,26,36,31,30,30,24,24
Store 53,Product 309,15,13,13,13,13,13,13,13,13,13,13,13,13
Store 53,Product 292,9,21,33,35,22,25,31,24,23,11,21,35,39
Store 53,Product 658,16,11,14,15,10,6,11,14,7,6,0,6,4
Store 53,Product 588,18,14,5,10,7,36,44,29,34,81,77,39,37
Store 53,Product 621,15,10,18,12,8,12,14,9,10,11,15,11,23
Store 53,Product 558,3,3,3,3,5,4,4,4,4,2,0,0,0
Store 53,Product 526,3,5,3,3,2,2,3,1,3,2,2,-2,2
Store 53,Product 599,4,4,2,2,1,2,1,1,3,5,3,3,3
Store 53,Product 662,2,2,2,1,4,3,3,2,2,0,2,0,4
Store 53,Product 642,22,21,25,32,28,16,23,22,24,24,10,12,22
Store 53,Product 728,32,18,20,23,37,26,23,32,21,41,39,41,49
Store 53,Product 744,14,11,14,12,9,14,13,13,-2,23,23,27,23
Store 53,Product 735,14,18,10,26,20,22,24,19,8,55,47,49,23
Store 53,Product 704,28,17,2,47,43,42,33,31,28,72,54,56,38
Store 53,Product 706,9,5,9,11,9,10,10,7,9,24,12,10,6
Store 53,Product 702,166,154,199,231,288,304,267,317,245,439,341,559,439
Store 53,Product 644,24,19,14,25,19,16,27,19,53,50,22,8,10
Store 53,Product 567,17,14,13,16,17,18,4,17,32,32,18,20,34
Store 53,Product 632,9,11,11,8,7,6,8,10,6,4,2,14,18
Store 53,Product 648,12,17,20,21,14,12,14,13,20,49,23,23,27
Store 53,Product 650,19,18,23,18,20,21,13,17,17,12,18,4,20
Store 53,Product 518,4,5,7,12,9,12,11,5,20,-1,55,-17,69
Store 53,Product 430,14,17,14,20,14,13,8,12,16,20,12,4,6
Store 53,Product 296,5,5,3,9,9,7,6,1,5,5,1,-1,7
Store 53,Product 441,15,12,10,10,7,7,5,5,4,4,4,4,4
Store 53,Product 259,18,5,13,14,9,6,9,11,6,13,21,27,25
Store 53,Product 278,6,4,4,4,10,15,14,3,10,15,7,7,9
Store 53,Product 628,10,9,14,12,12,10,12,11,11,4,14,12,12
Store 53,Product 594,10,11,14,15,9,5,15,15,14,10,24,10,24
Store 53,Product 815,39,30,23,25,34,21,27,24,24,47,59,61,65
Store 53,Product 767,16,24,17,17,22,15,14,12,18,38,24,22,18
Store 53,Product 789,24,20,15,28,20,19,16,25,29,49,49,93,57
Store 53,Product 758,18,10,27,29,30,30,17,18,14,49,47,43,63
Store 53,Product 699,7,2,2,3,5,4,7,4,8,4,8,6,8
Store 53,Product 424,6,10,7,16,14,13,10,12,11,19,17,15,13
Store 53,Product 527,6,6,4,5,5,3,4,4,3,6,2,4,14
Store 53,Product 785,21,30,29,27,37,31,24,27,22,58,32,32,28
Store 53,Product 499,1,4,4,4,4,4,4,4,3,2,2,2,2
Store 53,Product 44,21,19,29,22,30,15,5,11,15,14,4,8,42
Store 53,Product 453,31,22,30,13,25,10,23,44,29,17,11,11,11
Store 53,Product 452,4,4,4,1,2,4,4,4,3,4,6,4,6
Store 53,Product 506,4,4,4,7,4,4,4,3,3,3,3,3,3
Store 53,Product 488,2,1,6,6,6,2,2,3,3,3,3,3,3
Store 53,Product 587,13,8,6,2,3,8,7,4,3,4,26,16,10
Store 53,Product 821,31,21,19,32,25,30,16,9,26,74,56,28,58
Store 53,Product 860,9,35,26,38,132,49,0,35,38,89,107,329,177
Store 53,Product 622,2,2,2,1,2,2,2,2,2,2,2,2,2
Store 53,Product 519,4,2,2,22,15,15,13,9,7,13,5,13,21
Store 53,Product 547,0,3,3,0,2,5,5,3,5,5,3,1,1
Store 53,Product 533,3,4,4,1,4,3,3,2,1,5,3,7,9
Store 53,Product 540,4,4,6,3,3,3,4,2,4,8,16,18,14
Store 53,Product 857,4,3,3,3,3,3,2,0,3,1,7,11,5
Store 53,Product 698,3,4,5,8,7,7,7,5,3,7,9,3,13
Store 53,Product 289,36,37,35,60,62,31,43,53,43,44,16,22,22
Store 53,Product 589,7,4,0,-1,4,4,8,7,8,0,-2,-6,8
Store 53,Product 285,7,16,9,12,8,14,9,5,10,0,-2,38,26
Store 53,Product 248,8,5,8,10,4,6,5,7,8,8,6,8,10
Store 53,Product 244,12,10,7,5,9,7,14,12,13,-1,3,9,9
Store 53,Product 255,9,9,13,13,9,4,7,28,30,29,11,31,5
Store 53,Product 252,6,8,6,3,6,4,5,5,29,17,5,37,21
Store 53,Product 256,14,9,14,12,14,17,11,10,6,13,1,-3,5
Store 53,Product 306,15,7,15,8,11,2,4,14,29,36,12,14,14
Store 53,Product 210,8,12,23,18,2,7,6,7,15,32,16,2,10
Store 53,Product 280,6,5,0,11,7,8,6,7,2,0,16,32,32
Store 53,Product 249,11,3,10,9,8,6,6,3,11,18,18,18,12
Store 53,Product 228,4,4,10,8,8,10,8,2,3,20,26,22,18
Store 53,Product 208,4,18,23,11,0,0,8,0,0,28,20,26,26
Store 53,Product 225,0,0,0,0,17,17,10,10,1,43,11,15,21
Store 53,Product 216,5,5,13,16,11,7,10,9,3,13,9,17,21
Store 53,Product 497,4,11,10,3,9,8,9,9,7,21,31,43,33
Store 53,Product 483,3,3,8,12,8,5,5,5,4,2,2,-4,6
Store 53,Product 565,3,6,6,5,7,6,4,4,4,4,4,0,2
Store 53,Product 261,6,1,3,12,4,6,6,6,5,12,10,8,6
Store 53,Product 665,2,6,3,6,5,4,3,3,2,2,2,0,4
Store 53,Product 536,2,1,2,2,4,4,2,3,1,4,4,0,2
Store 53,Product 631,14,7,22,6,8,8,0,1,6,3,31,29,9
Store 53,Product 440,9,10,11,9,9,9,11,10,11,-8,16,14,2
Store 53,Product 779,3,2,0,6,6,1,3,1,3,8,6,4,4
Store 53,Product 788,4,3,3,5,4,4,3,4,3,4,0,2,0
Store 53,Product 873,14,4,7,17,11,12,10,8,10,8,8,4,12
Store 53,Product 838,7,1,0,7,7,7,7,4,9,4,2,0,0
Store 53,Product 639,11,17,10,16,10,6,7,16,12,6,0,28,18
Store 53,Product 438,6,3,3,3,3,2,1,0,0,2,0,2,2
Store 53,Product 273,6,8,4,3,9,8,2,7,7,2,12,10,6
Store 53,Product 281,2,5,7,5,8,6,4,4,8,4,8,4,0
Store 53,Product 501,23,21,14,20,18,16,14,11,9,0,22,18,18
Store 53,Product 591,5,11,17,7,16,12,9,17,15,4,2,16,6
Store 53,Product 340,13,5,7,11,4,14,6,10,7,15,15,7,11
Store 53,Product 323,25,2,20,13,20,17,15,12,9,23,25,13,37
Store 53,Product 212,14,26,19,24,16,22,25,50,27,49,63,63,55
Store 53,Product 214,6,5,9,11,8,1,24,23,12,24,32,40,36
Store 53,Product 444,122,103,104,105,112,90,100,110,104,70,32,-20,-8
Store 53,Product 713,36,30,24,30,33,23,27,28,32,27,29,19,31
Store 53,Product 729,9,20,30,32,35,26,25,28,34,13,7,21,25
Store 53,Product 720,14,9,11,26,21,23,11,18,16,24,40,34,24
Store 53,Product 570,25,9,11,12,4,21,25,20,17,59,65,39,21
Store 53,Product 577,6,9,10,9,8,5,6,8,8,4,8,4,6
Store 53,Product 548,2,12,13,9,8,9,8,6,5,8,8,-2,8
Store 53,Product 595,19,11,7,10,10,21,17,25,21,24,16,2,16
Store 53,Product 640,9,25,22,20,21,24,14,14,16,23,23,33,7
Store 53,Product 236,2,5,4,1,1,4,5,5,2,8,8,4,10
Store 53,Product 605,3,2,2,6,6,6,6,6,4,4,2,-2,-2
Store 53,Product 559,8,5,3,13,12,8,7,7,4,21,15,7,5
Store 53,Product 545,18,12,31,25,12,27,14,33,31,14,2,26,40
Store 53,Product 542,21,17,28,30,30,29,22,21,26,69,15,31,29
Store 53,Product 637,3,3,3,2,3,3,2,2,2,6,4,4,4
Store 53,Product 659,15,21,17,16,22,17,11,17,13,-9,13,7,19
Store 53,Product 697,27,26,23,19,10,4,5,2,4,4,2,28,16
Store 53,Product 743,10,2,10,15,15,6,14,18,14,16,24,16,8
Store 53,Product 21,18,16,9,13,13,8,4,18,12,4,0,0,-4
Store 53,Product 678,2,2,2,2,1,1,2,0,2,4,4,4,4
Store 53,Product 12,4,9,21,15,13,5,1,4,6,1,3,-1,-1
Store 53,Product 484,39,34,32,33,31,38,25,37,34,22,18,4,-4
Store 53,Product 495,0,0,0,0,10,7,9,8,8,0,8,6,6
Store 53,Product 551,5,8,6,7,5,6,5,5,4,-1,-3,3,9
Store 53,Product 586,15,11,5,12,9,8,9,15,12,18,10,14,20
Store 53,Product 604,13,10,3,11,10,8,7,5,6,16,12,8,6
Store 53,Product 825,3,3,0,2,1,2,4,6,5,1,3,13,11
Store 53,Product 727,5,4,2,2,0,6,3,6,6,5,5,9,3
Store 53,Product 611,18,9,5,16,6,13,10,25,17,28,28,32,24
Store 53,Product 294,9,4,4,3,6,6,4,9,6,15,11,17,11
Store 53,Product 246,9,8,5,5,7,7,7,12,10,11,9,1,15
Store 53,Product 150,4,3,2,2,3,0,1,3,3,3,7,7,7
Store 53,Product 175,4,2,8,7,5,0,0,7,7,7,7,5,5
Store 53,Product 146,2,3,5,6,2,1,3,3,3,3,1,1,1
Store 53,Product 414,4,4,9,11,9,8,6,6,5,3,-1,-5,-5
Store 53,Product 593,10,3,7,6,7,9,6,5,5,4,6,12,18
Store 53,Product 625,12,19,22,24,28,24,26,26,31,60,42,40,36
Store 53,Product 610,8,11,4,12,17,9,17,9,8,8,8,4,16
Store 53,Product 493,11,37,29,35,36,20,25,25,21,6,2,2,6
Store 53,Product 478,23,15,23,27,23,12,19,18,24,36,40,34,16
Store 53,Product 479,22,18,44,37,25,12,11,25,7,70,42,100,60
Store 53,Product 627,17,10,14,30,25,10,14,26,0,-5,-3,73,57
Store 53,Product 544,3,8,1,1,0,0,0,0,12,-10,8,20,12
Store 53,Product 553,8,8,7,4,5,7,6,0,8,-5,3,9,15
Store 53,Product 363,20,13,16,24,23,19,0,22,30,9,11,15,5
Store 53,Product 189,24,18,32,25,21,6,0,6,6,6,-6,6,4
Store 53,Product 532,11,12,23,19,24,13,7,9,6,7,11,11,17
Store 53,Product 498,63,64,49,74,74,65,70,89,76,76,96,86,54
Store 53,Product 597,7,4,8,7,8,8,5,6,4,0,16,2,16
Store 53,Product 579,8,23,14,15,15,11,11,11,7,49,39,31,21
Store 53,Product 609,18,12,16,14,17,13,10,17,15,13,23,17,11
Store 53,Product 265,29,29,28,26,24,24,14,16,15,19,23,21,31
Store 53,Product 360,21,13,18,12,17,13,0,12,11,0,22,22,14
Store 53,Product 537,11,11,10,9,10,7,6,11,7,1,15,13,19
Store 53,Product 477,5,9,8,10,10,8,6,6,15,13,1,1,-5
Store 53,Product 435,27,32,25,39,34,27,31,24,22,17,9,-5,-11
Store 53,Product 468,25,37,37,21,26,43,56,68,55,37,31,13,23
Store 53,Product 563,16,6,11,13,4,13,14,13,11,23,11,5,7
Store 53,Product 562,7,14,10,11,9,0,12,8,10,0,4,6,-2
Store 53,Product 786,12,15,9,3,26,15,30,39,47,42,100,84,64
Store 53,Product 684,17,24,19,17,10,10,8,11,10,1,-9,-9,-9
Store 53,Product 671,15,33,22,22,20,16,24,18,13,23,19,31,25
Store 53,Product 653,4,3,5,4,6,5,3,2,5,22,20,16,12
Store 53,Product 932,7,7,6,3,5,7,8,1,7,9,15,13,11
Store 53,Product 573,10,18,22,17,21,16,13,13,17,16,6,18,24
Store 53,Product 447,12,12,14,16,13,11,2,7,10,13,9,-5,5
Store 53,Product 633,4,4,3,1,5,3,3,3,2,0,4,2,4
Store 53,Product 24,114,89,74,53,27,9,11,25,5,31,27,33,45
Store 53,Product 67,16,16,15,11,14,9,5,17,12,11,1,17,11
Store 53,Product 475,4,5,3,3,2,3,2,4,3,7,5,1,5
Store 53,Product 481,5,3,4,6,6,4,5,2,4,6,4,0,4
Store 53,Product 778,8,5,0,3,4,7,9,9,9,11,9,3,3
Store 53,Product 237,61,73,66,115,68,60,63,111,71,126,108,134,138
Store 53,Product 963,17,21,18,25,27,26,21,24,54,28,0,36,10
Store 53,Product 695,8,7,10,7,7,10,6,7,11,-1,13,3,5
Store 53,Product 245,6,6,4,6,2,11,17,15,4,12,12,10,4
Store 53,Product 450,3,3,2,7,6,3,3,3,3,3,3,1,3
Store 53,Product 736,16,21,15,23,14,11,7,14,15,38,28,8,12
Store 53,Product 535,10,8,5,4,5,6,7,4,7,-1,5,9,7
Store 53,Product 502,2,2,2,4,4,4,4,4,4,4,4,4,4
Store 53,Product 413,0,5,4,4,7,3,0,0,0,0,0,0,0
Store 53,Product 321,29,28,21,21,36,32,19,21,17,14,12,10,6
Store 53,Product 227,8,10,10,12,12,9,14,18,20,-13,25,25,17
Store 53,Product 437,3,3,3,3,2,2,2,3,3,3,3,3,3
Store 53,Product 467,4,3,2,2,2,2,3,3,2,2,2,-2,6
Store 53,Product 295,35,23,25,11,27,14,8,5,11,8,4,-2,14
Store 53,Product 239,17,13,11,21,10,14,27,23,15,25,23,15,15
Store 53,Product 310,13,13,7,5,9,5,5,15,17,10,0,-8,2
Store 53,Product 433,62,108,123,133,117,115,100,140,127,88,72,46,14
Store 53,Product 235,9,12,3,13,9,7,7,3,11,16,8,46,44
Store 53,Product 740,4,7,7,11,14,21,13,10,17,-1,3,-7,15
Store 53,Product 258,25,22,18,76,72,72,49,83,39,56,84,94,60
Store 53,Product 229,16,37,34,133,129,127,102,92,52,45,29,49,21
Store 53,Product 221,12,24,16,26,15,26,30,25,17,31,15,51,39
Store 53,Product 343,29,38,31,41,49,51,45,43,35,27,21,13,51
Store 53,Product 629,11,5,2,3,2,5,5,4,4,1,-1,1,9
Store 53,Product 429,9,12,11,13,9,9,9,6,8,17,11,7,15
Store 53,Product 541,3,29,26,27,25,23,28,30,27,86,54,28,34
Store 53,Product 410,21,17,16,19,14,23,14,11,7,6,2,-6,-6
Store 53,Product 251,16,15,15,14,13,14,11,15,12,-6,10,4,22
Store 53,Product 763,46,29,35,30,31,30,46,38,38,40,28,8,40
Store 53,Product 436,6,5,5,4,3,3,3,4,4,8,6,2,4
Store 53,Product 552,0,6,0,3,6,6,7,-1,14,25,25,15,27
Store 53,Product 564,6,11,11,7,7,6,6,3,5,5,11,9,9
Store 53,Product 606,3,9,8,9,9,7,4,6,6,4,6,4,2
Store 53,Product 358,28,22,19,15,18,13,17,13,12,11,11,9,3
Store 53,Product 330,18,7,12,2,11,15,22,19,22,11,-5,9,17
Store 53,Product 421,4,5,2,5,20,15,16,12,17,7,1,9,7
Store 53,Product 276,12,5,12,11,6,14,9,10,13,12,16,18,14
Store 53,Product 350,14,11,10,8,10,10,12,8,13,13,11,9,9
Store 53,Product 234,9,7,3,5,8,3,1,0,10,3,5,5,-3
Store 53,Product 219,11,15,5,11,17,16,16,15,13,35,27,13,25
Store 53,Product 509,27,21,14,14,11,10,8,8,8,11,7,9,19
Store 53,Product 361,9,2,8,7,6,6,6,6,6,6,6,2,0
Store 53,Product 269,6,7,10,5,8,3,-1,2,6,15,9,11,9
Store 53,Product 334,15,14,10,14,12,9,16,12,29,12,20,12,8
Store 53,Product 351,13,7,6,13,7,12,10,13,17,6,2,-12,12
Store 53,Product 726,10,6,5,5,5,2,3,5,6,7,9,-1,9
Store 53,Product 694,12,10,5,8,6,2,5,4,9,6,2,6,10
Store 53,Product 500,12,11,11,10,9,10,10,17,10,8,8,-2,4
Store 53,Product 423,151,171,156,173,182,126,115,118,103,73,33,11,-1
Store 53,Product 442,176,185,215,221,235,195,136,167,154,137,133,99,87
Store 53,Product 432,76,86,75,101,104,83,79,61,50,36,20,6,14
Store 53,Product 274,6,6,0,6,9,9,3,7,6,13,5,3,7
Store 53,Product 667,14,25,17,18,14,15,18,19,18,13,15,19,9
Store 53,Product 224,15,10,6,57,48,58,25,42,24,24,24,50,14
Store 53,Product 272,5,9,5,12,6,10,8,10,12,25,21,43,23
Store 53,Product 307,17,16,17,22,25,9,10,10,6,4,28,20,18
Store 53,Product 298,8,12,9,5,8,13,13,10,6,6,6,4,4
Store 53,Product 416,23,20,12,8,-1,1,9,16,18,12,14,-2,-2
Store 53,Product 482,10,16,18,22,16,15,10,19,13,23,17,3,23
Store 53,Product 487,18,6,25,14,12,7,14,13,26,-4,40,32,26
Store 53,Product 612,9,11,4,8,10,0,7,2,12,8,12,6,0
Store 53,Product 613,15,21,15,21,16,9,17,19,28,38,32,12,16
Store 53,Product 750,21,30,32,39,28,22,35,17,31,73,81,65,47
Store 53,Product 959,42,36,36,36,36,36,36,36,38,84,82,78,62
